Team,Year,Bronze,Gold,Silver,Total Medals,Country,Country_Code,Population,log10(Population),Country Name,Country Code,Indicator Name,GDP,GDP (in USD)
Italy,1980,8.0,8.0,21.0,37.0,Italy,ITA,56433883.0,7.7515399334431,Italy,ITA,GDP (current US$),477256776396.111,477256776396.111
Italy,1984,28.0,29.0,6.0,63.0,Italy,ITA,56576718.0,7.752637750547076,Italy,ITA,GDP (current US$),437887688781.133,437887688781.133
Italy,1988,8.0,11.0,10.0,29.0,Italy,ITA,56629288.0,7.753041101276626,Italy,ITA,GDP (current US$),891608957601.904,891608957601.904
Italy,1992,14.0,21.0,10.0,45.0,Italy,ITA,56797087.0,7.754326062255608,Italy,ITA,GDP (current US$),1320161645718.77,1320161645718.77
Italy,1996,28.0,19.0,24.0,71.0,Italy,ITA,56860281.0,7.754809001616257,Italy,ITA,GDP (current US$),1312426527795.21,1312426527795.21
Italy,2000,29.0,22.0,14.0,65.0,Italy,ITA,56942108.0,7.7554335407143755,Italy,ITA,GDP (current US$),1143829832319.88,1143829832319.88
Italy,2004,39.0,24.0,41.0,104.0,Italy,ITA,57685327.0,7.761065358852173,Italy,ITA,GDP (current US$),1803226967966.23,1803226967966.23
Italy,2008,20.0,8.0,14.0,42.0,Italy,ITA,58826731.0,7.769574715324261,Italy,ITA,GDP (current US$),2398856598798.89,2398856598798.89
Italy,2012,30.0,16.0,22.0,68.0,Italy,ITA,59539717.0,7.774806766057591,Italy,ITA,GDP (current US$),2087077032435.15,2087077032435.15
Italy,2016,24.0,8.0,38.0,70.0,Italy,ITA,60600590.0,7.7824768524253125,Italy,ITA,GDP (current US$),1875579883543.09,1875579883543.09
Jamaica,1968,0.0,0.0,1.0,1.0,Jamaica,JAM,1825633.0,6.26141347741834,Jamaica,JAM,GDP (current US$),1083883355.33421,1083883355.33421
Jamaica,1972,1.0,0.0,0.0,1.0,Jamaica,JAM,1934828.0,6.28664236368515,Jamaica,JAM,GDP (current US$),1875048859.93485,1875048859.93485
Jamaica,1976,0.0,1.0,1.0,2.0,Jamaica,JAM,2055085.0,6.312829789359306,Jamaica,JAM,GDP (current US$),2966010229.8977,2966010229.8977
Jamaica,1980,3.0,0.0,0.0,3.0,Jamaica,JAM,2163045.0,6.3350655545978505,Jamaica,JAM,GDP (current US$),2679409453.23903,2679409453.23903
Jamaica,1984,2.0,0.0,5.0,7.0,Jamaica,JAM,2308947.0,6.3634139641550655,Jamaica,JAM,GDP (current US$),2373566957.49214,2373566957.49214
Jamaica,1988,0.0,0.0,7.0,7.0,Jamaica,JAM,2393534.0,6.379039600987597,Jamaica,JAM,GDP (current US$),3828310734.97795,3828310734.97795
Jamaica,1992,1.0,0.0,3.0,4.0,Jamaica,JAM,2465362.0,6.391880697673949,Jamaica,JAM,GDP (current US$),3530892749.0213103,3530892749.0213103
Jamaica,1996,12.0,1.0,3.0,16.0,Jamaica,JAM,2561993.0,6.408577938810101,Jamaica,JAM,GDP (current US$),7368000000.0,7368000000.0
Jamaica,2000,3.0,0.0,20.0,23.0,Jamaica,JAM,2656864.0,6.424369324240461,Jamaica,JAM,GDP (current US$),8985352831.94058,8985352831.94058
Jamaica,2004,6.0,6.0,1.0,13.0,Jamaica,JAM,2728777.0,6.435968045883664,Jamaica,JAM,GDP (current US$),10150978154.5484,10150978154.5484
Jamaica,2008,6.0,5.0,3.0,14.0,Jamaica,JAM,2790122.0,6.445623193513166,Jamaica,JAM,GDP (current US$),13680482786.9977,13680482786.9977
Jamaica,2012,8.0,8.0,9.0,25.0,Jamaica,JAM,2840992.0,6.453470010787087,Jamaica,JAM,GDP (current US$),14807086889.2099,14807086889.2099
Jamaica,2016,2.0,11.0,17.0,30.0,Jamaica,JAM,2881355.0,6.459596769229068,Jamaica,JAM,GDP (current US$),14075894320.3166,14075894320.3166
Japan,1960,12.0,9.0,10.0,31.0,Japan,JPN,92500572.0,7.966144418313903,Japan,JPN,GDP (current US$),44307342950.4,44307342950.4
Japan,1964,25.0,32.0,5.0,62.0,Japan,JPN,97826000.0,7.990454296054058,Japan,JPN,GDP (current US$),81749006381.5111,81749006381.5111
Japan,1968,22.0,16.0,25.0,63.0,Japan,JPN,101061000.0,8.00458359127341,Japan,JPN,GDP (current US$),146601072685.511,146601072685.511
Japan,1972,8.0,29.0,19.0,56.0,Japan,JPN,107188000.0,8.030146167581611,Japan,JPN,GDP (current US$),318031297492.682,318031297492.682
Japan,1976,10.0,25.0,6.0,41.0,Japan,JPN,112771000.0,8.052197431569027,Japan,JPN,GDP (current US$),586161859001.02,586161859001.02
Japan,1984,31.0,10.0,8.0,49.0,Japan,JPN,120018000.0,8.079246385334585,Japan,JPN,GDP (current US$),1318381627003.76,1318381627003.76
Japan,1988,13.0,4.0,3.0,20.0,Japan,JPN,122613000.0,8.088536518542558,Japan,JPN,GDP (current US$),3071683013178.91,3071683013178.91
Japan,1992,36.0,3.0,8.0,47.0,Japan,JPN,124229000.0,8.09422298931743,Japan,JPN,GDP (current US$),3908809463463.86,3908809463463.86
Japan,1996,13.0,3.0,26.0,42.0,Japan,JPN,125757000.0,8.099532168493472,Japan,JPN,GDP (current US$),4833712542207.1,4833712542207.1
Japan,2000,8.0,5.0,31.0,44.0,Japan,JPN,126843000.0,8.103266505099281,Japan,JPN,GDP (current US$),4887519660744.86,4887519660744.86
Japan,2004,52.0,21.0,20.0,93.0,Japan,JPN,127761000.0,8.10639830241645,Japan,JPN,GDP (current US$),4815148854362.11,4815148854362.11
Japan,2008,13.0,23.0,15.0,51.0,Japan,JPN,128063000.0,8.107423671376834,Japan,JPN,GDP (current US$),5037908465114.48,5037908465114.48
Japan,2012,33.0,7.0,42.0,82.0,Japan,JPN,127629000.0,8.105949366461902,Japan,JPN,GDP (current US$),6203213121334.12,6203213121334.12
Japan,2016,34.0,17.0,13.0,64.0,Japan,JPN,126994511.0,8.103784950137626,Japan,JPN,GDP (current US$),4926667087367.51,4926667087367.51
Jordan,2016,0.0,1.0,0.0,1.0,Jordan,JOR,9455802.0,6.975698369712338,Jordan,JOR,GDP (current US$),39196676056.338,39196676056.338
Kazakhstan,1996,4.0,3.0,4.0,11.0,Kazakhstan,KAZ,15577894.0,7.192508744350612,Kazakhstan,KAZ,GDP (current US$),21035357832.8019,21035357832.8019
Kazakhstan,2000,0.0,3.0,4.0,7.0,Kazakhstan,KAZ,14883626.0,7.172708748410974,Kazakhstan,KAZ,GDP (current US$),18291990619.137,18291990619.137
Kazakhstan,2004,3.0,1.0,4.0,8.0,Kazakhstan,KAZ,15012985.0,7.176467050680498,Kazakhstan,KAZ,GDP (current US$),43151647002.6096,43151647002.6096
Kazakhstan,2008,7.0,2.0,4.0,13.0,Kazakhstan,KAZ,15674000.0,7.195179842431903,Kazakhstan,KAZ,GDP (current US$),133441612246.798,133441612246.798
Kazakhstan,2012,5.0,7.0,1.0,13.0,Kazakhstan,KAZ,16791425.0,7.225087553992478,Kazakhstan,KAZ,GDP (current US$),207998568865.78897,207998568865.78897
Kazakhstan,2016,10.0,3.0,5.0,18.0,Kazakhstan,KAZ,17797032.0,7.250347581325859,Kazakhstan,KAZ,GDP (current US$),137278320084.17099,137278320084.17099
Kenya,1964,1.0,0.0,0.0,1.0,Kenya,KEN,9200157.0,6.963795238612064,Kenya,KEN,GDP (current US$),998759333.6433259,998759333.6433259
Kenya,1968,2.0,3.0,7.0,12.0,Kenya,KEN,10502245.0,7.021282145440941,Kenya,KEN,GDP (current US$),1353295457.5261,1353295457.5261
Kenya,1972,4.0,5.0,3.0,12.0,Kenya,KEN,12083188.0,7.082181532641616,Kenya,KEN,GDP (current US$),2107279157.3833601,2107279157.3833601
Kenya,1984,2.0,1.0,0.0,3.0,Kenya,KEN,18937738.0,7.277328103876067,Kenya,KEN,GDP (current US$),6191437070.44184,6191437070.44184
Kenya,1988,2.0,5.0,2.0,9.0,Kenya,KEN,21871442.0,7.339877417331089,Kenya,KEN,GDP (current US$),8355380879.12955,8355380879.12955
Kenya,1992,2.0,2.0,4.0,8.0,Kenya,KEN,24963953.0,7.397313356257032,Kenya,KEN,GDP (current US$),8209129171.73649,8209129171.73649
Kenya,1996,3.0,1.0,4.0,8.0,Kenya,KEN,28147734.0,7.449443438231511,Kenya,KEN,GDP (current US$),12045858436.2399,12045858436.2399
Kenya,2000,2.0,2.0,3.0,7.0,Kenya,KEN,31450483.0,7.497627319499063,Kenya,KEN,GDP (current US$),12705357103.0056,12705357103.0056
Kenya,2004,2.0,1.0,4.0,7.0,Kenya,KEN,35074931.0,7.544996825349757,Kenya,KEN,GDP (current US$),16095337093.8366,16095337093.8366
Kenya,2008,5.0,6.0,4.0,15.0,Kenya,KEN,39148416.0,7.592714194583584,Kenya,KEN,GDP (current US$),35895153327.8497,35895153327.8497
Kenya,2012,5.0,2.0,4.0,11.0,Kenya,KEN,43646629.0,7.639950707074062,Kenya,KEN,GDP (current US$),50412754861.0191,50412754861.0191
Kenya,2016,1.0,6.0,6.0,13.0,Kenya,KEN,48461567.0,7.685397452897864,Kenya,KEN,GDP (current US$),69188755511.0911,69188755511.0911
Kosovo,2016,0.0,1.0,0.0,1.0,Kosovo,XKX,1816200.0,6.259163671340216,Kosovo,XKX,GDP (current US$),6714726769.9115,6714726769.9115
Kuwait,2000,1.0,0.0,0.0,1.0,Kuwait,KWT,2050741.0,6.311910814257429,Kuwait,KWT,GDP (current US$),37712842242.5033,37712842242.5033
Kuwait,2012,1.0,0.0,0.0,1.0,Kuwait,KWT,3395556.0,6.530910897309151,Kuwait,KWT,GDP (current US$),174070025008.932,174070025008.932
Latvia,1992,1.0,0.0,2.0,3.0,Latvia,LVA,2614338.0,6.417361735518953,Latvia,LVA,GDP (current US$),,
Latvia,1996,0.0,0.0,1.0,1.0,Latvia,LVA,2457222.0,6.390444394990286,Latvia,LVA,GDP (current US$),5952007401.7355795,5952007401.7355795
Latvia,2000,1.0,1.0,1.0,3.0,Latvia,LVA,2367550.0,6.374299159584413,Latvia,LVA,GDP (current US$),7934206257.24218,7934206257.24218
Latvia,2004,0.0,0.0,4.0,4.0,Latvia,LVA,2263122.0,6.354707966459652,Latvia,LVA,GDP (current US$),14355307662.286999,14355307662.286999
Latvia,2008,1.0,1.0,1.0,3.0,Latvia,LVA,2177322.0,6.337922660773809,Latvia,LVA,GDP (current US$),35657998830.5803,35657998830.5803
Latvia,2012,0.0,1.0,0.0,1.0,Latvia,LVA,2034319.0,6.3084190553109085,Latvia,LVA,GDP (current US$),28170812351.7896,28170812351.7896
Lebanon,1972,0.0,0.0,1.0,1.0,Lebanon,LBN,2416735.0,6.383229031728588,Lebanon,LBN,GDP (current US$),,
Lebanon,1980,1.0,0.0,0.0,1.0,Lebanon,LBN,2605293.0,6.415856572598132,Lebanon,LBN,GDP (current US$),,
Lithuania,1992,12.0,1.0,0.0,13.0,Lithuania,LTU,3700114.0,6.5682151048259785,Lithuania,LTU,GDP (current US$),,
Lithuania,1996,11.0,0.0,0.0,11.0,Lithuania,LTU,3601613.0,6.556497045242539,Lithuania,LTU,GDP (current US$),8385109020.28485,8385109020.28485
Lithuania,2000,15.0,2.0,0.0,17.0,Lithuania,LTU,3499536.0,6.544010465493649,Lithuania,LTU,GDP (current US$),11539211480.3625,11539211480.3625
Lithuania,2004,0.0,1.0,2.0,3.0,Lithuania,LTU,3377075.0,6.528540705801077,Lithuania,LTU,GDP (current US$),22649930576.2543,22649930576.2543
Lithuania,2008,3.0,0.0,2.0,5.0,Lithuania,LTU,3198231.0,6.504909828516605,Lithuania,LTU,GDP (current US$),47850551148.8365,47850551148.8365
Lithuania,2012,2.0,2.0,1.0,5.0,Lithuania,LTU,2987773.0,6.475347598299869,Lithuania,LTU,GDP (current US$),42826586829.8189,42826586829.8189
Lithuania,2016,5.0,0.0,2.0,7.0,Lithuania,LTU,2872298.0,6.458229495821567,Lithuania,LTU,GDP (current US$),43021972484.8299,43021972484.8299
Malaysia,1996,1.0,0.0,0.0,1.0,Malaysia,MYS,21023321.0,7.322701321494832,Malaysia,MYS,GDP (current US$),100855393910.486,100855393910.486
Malaysia,2008,0.0,0.0,1.0,1.0,Malaysia,MYS,27111069.0,7.433146642318517,Malaysia,MYS,GDP (current US$),230813897715.69,230813897715.69
Malaysia,2012,1.0,0.0,1.0,2.0,Malaysia,MYS,29170456.0,7.464943218176784,Malaysia,MYS,GDP (current US$),314443149443.149,314443149443.149
Malaysia,2016,1.0,0.0,7.0,8.0,Malaysia,MYS,31187265.0,7.493977290515754,Malaysia,MYS,GDP (current US$),301255454041.415,301255454041.415
Mauritius,2008,1.0,0.0,0.0,1.0,Mauritius,MUS,1244121.0,6.09486262077024,Mauritius,MUS,GDP (current US$),9990370016.307709,9990370016.307709
Mexico,1960,1.0,0.0,0.0,1.0,Mexico,MEX,38174112.0,7.581768943358179,Mexico,MEX,GDP (current US$),13040000000.0,13040000000.0
Mexico,1964,1.0,0.0,0.0,1.0,Mexico,MEX,43264272.0,7.636129400318638,Mexico,MEX,GDP (current US$),20080000000.0,20080000000.0
Mexico,1968,3.0,3.0,3.0,9.0,Mexico,MEX,48894019.0,7.6892557369526315,Mexico,MEX,GDP (current US$),29360000000.0,29360000000.0
Mexico,1972,0.0,0.0,1.0,1.0,Mexico,MEX,55478151.0,7.74412197828664,Mexico,MEX,GDP (current US$),45200000000.0,45200000000.0
Mexico,1976,1.0,1.0,0.0,2.0,Mexico,MEX,62623763.0,7.796739160390992,Mexico,MEX,GDP (current US$),89025974025.974,89025974025.974
Mexico,1980,9.0,0.0,1.0,10.0,Mexico,MEX,69360871.0,7.8411145381607525,Mexico,MEX,GDP (current US$),205139086956.522,205139086956.522
Mexico,1984,1.0,2.0,3.0,6.0,Mexico,MEX,75780605.0,7.8795580681745605,Mexico,MEX,GDP (current US$),184261495828.367,184261495828.367
Mexico,1988,2.0,0.0,0.0,2.0,Mexico,MEX,82083919.0,7.914258083141084,Mexico,MEX,GDP (current US$),181611549975.804,181611549975.804
Mexico,1992,0.0,0.0,1.0,1.0,Mexico,MEX,88828310.0,7.948551399532621,Mexico,MEX,GDP (current US$),363157598242.27,363157598242.27
Mexico,1996,1.0,0.0,0.0,1.0,Mexico,MEX,95687452.0,7.980854990185873,Mexico,MEX,GDP (current US$),410975595310.156,410975595310.156
Mexico,2000,3.0,1.0,2.0,6.0,Mexico,MEX,101719673.0,8.0074049553719,Mexico,MEX,GDP (current US$),707906744574.644,707906744574.644
Mexico,2004,1.0,0.0,3.0,4.0,Mexico,MEX,106995583.0,8.0293658494766,Mexico,MEX,GDP (current US$),782240601984.76,782240601984.76
Mexico,2008,2.0,2.0,0.0,4.0,Mexico,MEX,113661809.0,8.055614563836688,Mexico,MEX,GDP (current US$),1109989063586.62,1109989063586.62
Mexico,2012,3.0,16.0,5.0,24.0,Mexico,MEX,120828307.0,8.08216869035921,Mexico,MEX,GDP (current US$),1201089987015.45,1201089987015.45
Mexico,2016,2.0,0.0,3.0,5.0,Mexico,MEX,127540423.0,8.105647853032773,Mexico,MEX,GDP (current US$),1077903618176.07,1077903618176.07
Moldova,1996,1.0,0.0,2.0,3.0,Moldova,MDA,3667748.0,6.564399488947526,Moldova,MDA,GDP (current US$),1695122173.91304,1695122173.91304
Moldova,2000,1.0,0.0,1.0,2.0,Moldova,MDA,3639592.0,6.561052701758971,Moldova,MDA,GDP (current US$),1288429391.79951,1288429391.79951
Moldova,2008,1.0,0.0,0.0,1.0,Moldova,MDA,3570108.0,6.552681354233927,Moldova,MDA,GDP (current US$),6054849884.52656,6054849884.52656
Moldova,2012,2.0,0.0,0.0,2.0,Moldova,MDA,3559519.0,6.55139131545623,Moldova,MDA,GDP (current US$),8709165249.26928,8709165249.26928
Mongolia,1968,3.0,0.0,1.0,4.0,Mongolia,MNG,1207104.0,6.081744689053737,Mongolia,MNG,GDP (current US$),,
Mongolia,1972,0.0,0.0,1.0,1.0,Mongolia,MNG,1356670.0,6.132474221566856,Mongolia,MNG,GDP (current US$),,
Mongolia,1976,0.0,0.0,1.0,1.0,Mongolia,MNG,1520865.0,6.182090665494732,Mongolia,MNG,GDP (current US$),,
Mongolia,1980,2.0,0.0,2.0,4.0,Mongolia,MNG,1689622.0,6.227789555692969,Mongolia,MNG,GDP (current US$),,
Mongolia,1988,1.0,0.0,0.0,1.0,Mongolia,MNG,2089714.0,6.320086852273228,Mongolia,MNG,GDP (current US$),3204461566.66667,3204461566.66667
Mongolia,1992,2.0,0.0,0.0,2.0,Mongolia,MNG,2243502.0,6.3509264610269165,Mongolia,MNG,GDP (current US$),1317611863.8497698,1317611863.8497698
Mongolia,1996,1.0,0.0,0.0,1.0,Mongolia,MNG,2316567.0,6.364844865432548,Mongolia,MNG,GDP (current US$),1345719472.35883,1345719472.35883
Mongolia,2004,1.0,0.0,0.0,1.0,Mongolia,MNG,2496832.0,6.397389321715576,Mongolia,MNG,GDP (current US$),1992066808.0959802,1992066808.0959802
Mongolia,2008,0.0,2.0,2.0,4.0,Mongolia,MNG,2628131.0,6.419647008969627,Mongolia,MNG,GDP (current US$),5623216448.86851,5623216448.86851
Mongolia,2012,3.0,0.0,2.0,5.0,Mongolia,MNG,2814226.0,6.449358971070209,Mongolia,MNG,GDP (current US$),12292770631.1967,12292770631.1967
Mongolia,2016,1.0,0.0,1.0,2.0,Mongolia,MNG,3027398.0,6.481069519681846,Mongolia,MNG,GDP (current US$),11186734674.3847,11186734674.3847
Montenegro,2012,0.0,0.0,14.0,14.0,Montenegro,MNE,620601.0,5.79281247104533,Montenegro,MNE,GDP (current US$),4087725812.6686397,4087725812.6686397
Morocco,1960,0.0,0.0,1.0,1.0,Morocco,MAR,12328532.0,7.090911366761571,Morocco,MAR,GDP (current US$),2037150716.33238,2037150716.33238
Morocco,1984,0.0,2.0,0.0,2.0,Morocco,MAR,22037610.0,7.3431644930793025,Morocco,MAR,GDP (current US$),14824728528.4604,14824728528.4604
Morocco,1988,2.0,1.0,0.0,3.0,Morocco,MAR,23961820.0,7.379519801444261,Morocco,MAR,GDP (current US$),25705296183.5037,25705296183.5037
Morocco,1992,1.0,1.0,1.0,3.0,Morocco,MAR,25791494.0,7.4114764998410525,Morocco,MAR,GDP (current US$),33711069430.78,33711069430.78
Morocco,1996,2.0,0.0,0.0,2.0,Morocco,MAR,27460603.0,7.438710069561235,Morocco,MAR,GDP (current US$),43161452678.4383,43161452678.4383
Morocco,2000,4.0,0.0,1.0,5.0,Morocco,MAR,28849621.0,7.460140112164547,Morocco,MAR,GDP (current US$),38857251336.3448,38857251336.3448
Morocco,2004,0.0,2.0,1.0,3.0,Morocco,MAR,30179285.0,7.479708946366247,Morocco,MAR,GDP (current US$),59626020162.3816,59626020162.3816
Morocco,2008,1.0,0.0,1.0,2.0,Morocco,MAR,31596855.0,7.499643857171608,Morocco,MAR,GDP (current US$),92507257783.5697,92507257783.5697
Morocco,2012,1.0,0.0,0.0,1.0,Morocco,MAR,33333789.0,7.522884682045327,Morocco,MAR,GDP (current US$),98266306615.3632,98266306615.3632
Morocco,2016,1.0,0.0,0.0,1.0,Morocco,MAR,35276786.0,7.547489010528709,Morocco,MAR,GDP (current US$),103311649248.024,103311649248.024
Mozambique,1996,1.0,0.0,0.0,1.0,Mozambique,MOZ,16248232.0,7.210806111504608,Mozambique,MOZ,GDP (current US$),4163397088.6423397,4163397088.6423397
Mozambique,2000,0.0,1.0,0.0,1.0,Mozambique,MOZ,18067687.0,7.256902558347721,Mozambique,MOZ,GDP (current US$),5553894130.240621,5553894130.240621
Namibia,1992,0.0,0.0,2.0,2.0,Namibia,NAM,1513721.0,6.180045835978942,Namibia,NAM,GDP (current US$),3424733520.3366103,3424733520.3366103
Namibia,1996,0.0,0.0,2.0,2.0,Namibia,NAM,1706489.0,6.2321034931686,Namibia,NAM,GDP (current US$),3945340776.4054604,3945340776.4054604
Netherlands,1960,2.0,0.0,1.0,3.0,Netherlands,NLD,11486631.0,7.060192669884462,Netherlands,NLD,GDP (current US$),12276734172.0828,12276734172.0828
Netherlands,1964,16.0,5.0,10.0,31.0,Netherlands,NLD,12127120.0,7.083757675012081,Netherlands,NLD,GDP (current US$),18699380731.3465,18699380731.3465
Netherlands,1968,1.0,6.0,7.0,14.0,Netherlands,NLD,12729721.0,7.104818885233524,Netherlands,NLD,GDP (current US$),27817605743.2503,27817605743.2503
Netherlands,1972,2.0,3.0,1.0,6.0,Netherlands,NLD,13328593.0,7.124784306609132,Netherlands,NLD,GDP (current US$),54706557264.4878,54706557264.4878
Netherlands,1976,12.0,0.0,2.0,14.0,Netherlands,NLD,13774037.0,7.139061245258438,Netherlands,NLD,GDP (current US$),109168720703.45099,109168720703.45099
Netherlands,1980,5.0,0.0,1.0,6.0,Netherlands,NLD,14149800.0,7.150750301379021,Netherlands,NLD,GDP (current US$),195152092662.381,195152092662.381
Netherlands,1984,14.0,20.0,7.0,41.0,Netherlands,NLD,14424211.0,7.159092066700025,Netherlands,NLD,GDP (current US$),143912664079.67,143912664079.67
Netherlands,1988,36.0,3.0,6.0,45.0,Netherlands,NLD,14760094.0,7.169089123310282,Netherlands,NLD,GDP (current US$),261910508306.38898,261910508306.38898
Netherlands,1992,8.0,5.0,20.0,33.0,Netherlands,NLD,15184166.0,7.181390943008001,Netherlands,NLD,GDP (current US$),362962871804.511,362962871804.511
Netherlands,1996,26.0,38.0,9.0,73.0,Netherlands,NLD,15530498.0,7.191185382012162,Netherlands,NLD,GDP (current US$),450490196078.431,450490196078.431
Netherlands,2000,23.0,27.0,29.0,79.0,Netherlands,NLD,15925513.0,7.2020934309276905,Netherlands,NLD,GDP (current US$),416442786069.65204,416442786069.65204
Netherlands,2004,22.0,4.0,51.0,77.0,Netherlands,NLD,16281779.0,7.211701855569942,Netherlands,NLD,GDP (current US$),657171591755.6489,657171591755.6489
Netherlands,2008,4.0,39.0,15.0,58.0,Netherlands,NLD,16445593.0,7.216049538018403,Netherlands,NLD,GDP (current US$),947997656364.435,947997656364.435
Netherlands,2012,19.0,21.0,29.0,69.0,Netherlands,NLD,16754962.0,7.2241434471991015,Netherlands,NLD,GDP (current US$),838971306990.9059,838971306990.9059
Netherlands,2016,11.0,9.0,25.0,45.0,Netherlands,NLD,17018408.0,7.230918931239003,Netherlands,NLD,GDP (current US$),783528181704.567,783528181704.567
New Zealand,1960,1.0,2.0,0.0,3.0,New Zealand,NZL,2371800.0,6.3750780647266145,New Zealand,NZL,GDP (current US$),5485854791.970961,5485854791.970961
New Zealand,1964,2.0,2.0,0.0,4.0,New Zealand,NZL,2585400.0,6.412527744472011,New Zealand,NZL,GDP (current US$),7274144350.81809,7274144350.81809
New Zealand,1968,2.0,5.0,0.0,7.0,New Zealand,NZL,2748100.0,6.439032532120413,New Zealand,NZL,GDP (current US$),5180597620.64135,5180597620.64135
New Zealand,1972,1.0,9.0,4.0,14.0,New Zealand,NZL,2903900.0,6.462981656726417,New Zealand,NZL,GDP (current US$),9567331064.65727,9567331064.65727
New Zealand,1976,9.0,15.0,1.0,25.0,New Zealand,NZL,3110500.0,6.492830205678689,New Zealand,NZL,GDP (current US$),13604832424.0062,13604832424.0062
New Zealand,1984,6.0,16.0,1.0,23.0,New Zealand,NZL,3227100.0,6.508812423344809,New Zealand,NZL,GDP (current US$),21665975318.8842,21665975318.8842
New Zealand,1988,16.0,4.0,4.0,24.0,New Zealand,NZL,3283400.0,6.516323793850495,New Zealand,NZL,GDP (current US$),45176811594.2029,45176811594.2029
New Zealand,1992,5.0,1.0,9.0,15.0,New Zealand,NZL,3531700.0,6.547983805359076,New Zealand,NZL,GDP (current US$),41649829859.6342,41649829859.6342
New Zealand,1996,4.0,3.0,2.0,9.0,New Zealand,NZL,3732000.0,6.571941635074462,New Zealand,NZL,GDP (current US$),70140835299.0148,70140835299.0148
New Zealand,2000,3.0,1.0,0.0,4.0,New Zealand,NZL,3857700.0,6.586328451039727,New Zealand,NZL,GDP (current US$),52623281956.7031,52623281956.7031
New Zealand,2004,0.0,4.0,2.0,6.0,New Zealand,NZL,4087500.0,6.611457765668343,New Zealand,NZL,GDP (current US$),103905210084.034,103905210084.034
New Zealand,2008,9.0,4.0,2.0,15.0,New Zealand,NZL,4259800.0,6.629389209211784,New Zealand,NZL,GDP (current US$),133280382371.547,133280382371.547
New Zealand,2012,15.0,9.0,3.0,27.0,New Zealand,NZL,4408100.0,6.644251438147625,New Zealand,NZL,GDP (current US$),176193696737.934,176193696737.934
New Zealand,2016,5.0,6.0,25.0,36.0,New Zealand,NZL,4692700.0,6.671422791052663,New Zealand,NZL,GDP (current US$),187854022728.45898,187854022728.45898
Niger,1972,1.0,0.0,0.0,1.0,Niger,NER,4768078.0,6.67834335132373,Niger,NER,GDP (current US$),742779740.393513,742779740.393513
Niger,2016,0.0,0.0,1.0,1.0,Niger,NER,20672987.0,7.315403231532719,Niger,NER,GDP (current US$),7528285443.607691,7528285443.607691
Nigeria,1964,1.0,0.0,0.0,1.0,Nigeria,NGA,49066059.0,7.690781176723781,Nigeria,NGA,GDP (current US$),5552822483.55033,5552822483.55033
Nigeria,1972,1.0,0.0,0.0,1.0,Nigeria,NGA,58662603.0,7.7683613297569645,Nigeria,NGA,GDP (current US$),12274416017.7976,12274416017.7976
Nigeria,1984,4.0,0.0,1.0,5.0,Nigeria,NGA,81497739.0,7.911145560231455,Nigeria,NGA,GDP (current US$),73484359521.0997,73484359521.0997
Nigeria,1992,4.0,0.0,7.0,11.0,Nigeria,NGA,100221563.0,8.000961171475527,Nigeria,NGA,GDP (current US$),47794925814.7558,47794925814.7558
Nigeria,1996,3.0,17.0,4.0,24.0,Nigeria,NGA,110732904.0,8.044276689553518,Nigeria,NGA,GDP (current US$),51075815092.5,51075815092.5
Nigeria,2000,0.0,6.0,2.0,8.0,Nigeria,NGA,122352009.0,8.087611104790799,Nigeria,NGA,GDP (current US$),69448756932.5833,69448756932.5833
Nigeria,2004,8.0,0.0,0.0,8.0,Nigeria,NGA,135393616.0,8.131598187234385,Nigeria,NGA,GDP (current US$),136385979322.437,136385979322.437
Nigeria,2008,7.0,0.0,16.0,23.0,Nigeria,NGA,150347390.0,8.177095893238421,Nigeria,NGA,GDP (current US$),337035512676.935,337035512676.935
Nigeria,2016,18.0,0.0,0.0,18.0,Nigeria,NGA,185989640.0,8.269488753808561,Nigeria,NGA,GDP (current US$),404649527537.753,404649527537.753
Norway,1968,0.0,4.0,2.0,6.0,Norway,NOR,3816486.0,6.581663673599865,Norway,NOR,GDP (current US$),10159934136.7838,10159934136.7838
Norway,1972,4.0,2.0,2.0,8.0,Norway,NOR,3933004.0,6.594724388102359,Norway,NOR,GDP (current US$),17358610849.701,17358610849.701
Norway,1976,0.0,2.0,4.0,6.0,Norway,NOR,4026152.0,6.604890166855452,Norway,NOR,GDP (current US$),35942270686.3374,35942270686.3374
Norway,1984,3.0,0.0,1.0,4.0,Norway,NOR,4140099.0,6.617010726299557,Norway,NOR,GDP (current US$),62057955032.7758,62057955032.7758
Norway,1988,0.0,2.0,20.0,22.0,Norway,NOR,4209488.0,6.6242292758126435,Norway,NOR,GDP (current US$),101900260856.22198,101900260856.22198
Norway,1992,1.0,2.0,20.0,23.0,Norway,NOR,4286401.0,6.63209279758329,Norway,NOR,GDP (current US$),130838040067.584,130838040067.584
Norway,1996,18.0,2.0,3.0,23.0,Norway,NOR,4381336.0,6.64160656003744,Norway,NOR,GDP (current US$),163520109150.671,163520109150.671
Norway,2000,19.0,20.0,4.0,43.0,Norway,NOR,4490967.0,6.652339863842372,Norway,NOR,GDP (current US$),171247131268.604,171247131268.604
Norway,2004,2.0,5.0,0.0,7.0,Norway,NOR,4591910.0,6.661993367437302,Norway,NOR,GDP (current US$),264511630666.983,264511630666.983
